Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,temp_diff,power,torque_per_wear
1,304.1,313.3,1725,28.3,177,0,No Failure,9.199999999999989,48817.5,0.15898876404494383
0,304.2,313.3,1668,35.7,180,0,No Failure,9.100000000000023,59547.600000000006,0.1972375690607735
0,304.1,313.3,1452,43.9,182,0,No Failure,9.199999999999989,63742.799999999996,0.23989071038251367
0,304.1,313.3,1415,50.0,184,0,No Failure,9.199999999999989,70750.0,0.2702702702702703
0,304.1,313.2,1824,25.8,186,0,No Failure,9.099999999999966,47059.200000000004,0.13796791443850268
0,304.1,313.3,1438,45.5,188,0,No Failure,9.199999999999989,65429.0,0.24074074074074073
0,304.1,313.3,1883,24.5,190,0,No Failure,9.199999999999989,46133.5,0.12827225130890052
0,304.2,313.4,1735,28.9,192,0,No Failure,9.199999999999989,50141.5,0.14974093264248703
0,304.3,313.5,1464,36.7,194,0,No Failure,9.199999999999989,53728.8,0.18820512820512822
1,304.3,313.6,1489,40.3,196,0,No Failure,9.300000000000011,60006.7,0.20456852791878172
1,304.4,313.6,1510,38.9,199,0,No Failure,9.200000000000045,58739.0,0.1945
1,304.3,313.6,1585,32.1,202,0,No Failure,9.300000000000011,50878.5,0.158128078817734
0,304.4,313.7,1509,35.0,205,1,Tool Wear Failure,9.300000000000011,52815.0,0.16990291262135923
0,304.4,313.6,1568,39.1,0,0,No Failure,9.200000000000045,61308.8,39.1
1,304.3,313.5,1525,42.0,2,0,No Failure,9.199999999999989,64050.0,14.0
0,304.4,313.7,1607,33.5,5,0,No Failure,9.300000000000011,53834.5,5.583333333333333
0,304.5,313.7,1670,32.9,7,0,No Failure,9.199999999999989,54943.0,4.1125
0,304.4,313.6,1585,38.9,9,0,No Failure,9.200000000000045,61656.5,3.8899999999999997
0,304.4,313.6,1569,38.4,11,0,No Failure,9.200000000000045,60249.6,3.1999999999999997
0,304.4,313.6,1507,43.1,13,0,No Failure,9.200000000000045,64951.700000000004,3.0785714285714287
0,304.3,313.5,1452,41.5,15,0,No Failure,9.199999999999989,60258.0,2.59375
0,304.3,313.5,1590,29.8,17,0,No Failure,9.199999999999989,47382.0,1.6555555555555557
0,304.3,313.6,1409,56.0,19,0,No Failure,9.300000000000011,78904.0,2.8
0,304.3,313.5,2643,12.7,21,0,No Failure,9.199999999999989,33566.1,0.5772727272727273
0,304.2,313.4,1644,31.7,23,0,No Failure,9.199999999999989,52114.799999999996,1.3208333333333333
0,304.2,313.4,1568,37.6,25,0,No Failure,9.199999999999989,58956.8,1.4461538461538461
2,304.2,313.3,1625,37.3,27,0,No Failure,9.100000000000023,60612.49999999999,1.332142857142857
0,304.2,313.4,1482,41.4,32,0,No Failure,9.199999999999989,61354.799999999996,1.2545454545454544
2,304.1,313.3,1397,49.6,34,0,No Failure,9.199999999999989,69291.2,1.4171428571428573
0,304.1,313.3,1459,50.3,39,0,No Failure,9.199999999999989,73387.7,1.2574999999999998
0,304.2,313.4,1490,44.0,41,0,No Failure,9.199999999999989,65560.0,1.0476190476190477
0,304.1,313.2,1434,50.1,43,0,No Failure,9.099999999999966,71843.40000000001,1.1386363636363637
1,304.1,313.2,2028,18.9,45,0,No Failure,9.099999999999966,38329.2,0.41086956521739126
0,304.2,313.3,1464,45.9,48,0,No Failure,9.100000000000023,67197.59999999999,0.936734693877551
1,304.2,313.4,1713,23.5,50,0,No Failure,9.199999999999989,40255.5,0.46078431372549017
1,304.3,313.4,1624,32.1,53,0,No Failure,9.099999999999966,52130.4,0.5944444444444444
0,304.2,313.4,1421,43.4,56,0,No Failure,9.199999999999989,61671.4,0.7614035087719297
2,304.2,313.5,1546,41.4,58,0,No Failure,9.300000000000011,64004.399999999994,0.7016949152542372
0,304.2,313.4,1639,32.7,63,0,No Failure,9.199999999999989,53595.3,0.5109375
2,304.1,313.4,1696,29.6,65,0,No Failure,9.299999999999955,50201.600000000006,0.4484848484848485
0,304.1,313.3,1470,39.9,70,0,No Failure,9.199999999999989,58653.0,0.5619718309859155
1,304.1,313.3,1480,38.4,72,0,No Failure,9.199999999999989,56832.0,0.5260273972602739
1,304.2,313.4,1329,54.5,75,0,No Failure,9.199999999999989,72430.5,0.7171052631578947
0,304.2,313.4,1740,28.2,78,0,No Failure,9.199999999999989,49068.0,0.3569620253164557
1,304.2,313.5,1739,28.1,80,0,No Failure,9.300000000000011,48865.9,0.3469135802469136
1,304.2,313.5,1390,47.8,83,0,No Failure,9.300000000000011,66442.0,0.569047619047619
0,304.2,313.4,1740,23.7,86,0,No Failure,9.199999999999989,41238.0,0.27241379310344827
1,304.0,313.3,1844,27.1,88,0,No Failure,9.300000000000011,49972.4,0.3044943820224719
2,304.0,313.1,1388,53.2,91,0,No Failure,9.100000000000023,73841.6,0.5782608695652174
2,304.0,313.2,1517,43.1,96,0,No Failure,9.199999999999989,65382.700000000004,0.4443298969072165
1,304.0,313.1,1450,42.8,101,0,No Failure,9.100000000000023,62059.99999999999,0.41960784313725485
0,304.0,313.2,1584,38.7,104,0,No Failure,9.199999999999989,61300.8,0.3685714285714286
0,304.0,313.1,1720,28.7,106,0,No Failure,9.100000000000023,49364.0,0.26822429906542056
0,303.9,313.1,1586,31.9,108,0,No Failure,9.200000000000045,50593.399999999994,0.2926605504587156
1,303.9,313.0,1901,22.5,110,0,No Failure,9.100000000000023,42772.5,0.20270270270270271
0,304.0,313.0,1397,42.4,113,0,No Failure,9.0,59232.799999999996,0.3719298245614035
0,304.0,313.0,2012,21.1,115,0,No Failure,9.0,42453.200000000004,0.18189655172413793
0,304.0,313.0,2354,15.0,117,0,No Failure,9.0,35310.0,0.1271186440677966
0,304.0,313.1,1648,35.7,119,0,No Failure,9.100000000000023,58833.600000000006,0.29750000000000004
0,304.0,313.2,1632,30.6,121,0,No Failure,9.199999999999989,49939.200000000004,0.25081967213114753
1,304.1,313.2,1427,46.9,123,0,No Failure,9.099999999999966,66926.3,0.3782258064516129
0,304.1,313.2,1452,48.0,126,0,No Failure,9.099999999999966,69696.0,0.3779527559055118
0,304.0,313.2,1416,46.0,128,0,No Failure,9.199999999999989,65136.0,0.35658914728682173
0,303.9,313.1,1310,62.9,130,0,No Failure,9.200000000000045,82399.0,0.4801526717557252
2,304.0,313.1,1408,39.8,132,0,No Failure,9.100000000000023,56038.399999999994,0.2992481203007519
1,303.9,313.1,1668,34.4,137,0,No Failure,9.200000000000045,57379.2,0.24927536231884057
0,303.9,313.0,1551,36.8,140,0,No Failure,9.100000000000023,57076.799999999996,0.26099290780141843
2,303.9,313.0,1517,36.0,142,0,No Failure,9.100000000000023,54612.0,0.2517482517482518
2,303.8,312.9,1570,35.8,147,0,No Failure,9.099999999999966,56205.99999999999,0.24189189189189186
0,303.8,312.8,1428,53.3,152,0,No Failure,9.0,76112.4,0.3483660130718954
0,303.8,312.8,1503,40.0,154,0,No Failure,9.0,60120.0,0.25806451612903225
0,303.8,312.8,1416,58.7,156,0,No Failure,9.0,83119.2,0.37388535031847137
1,303.7,312.7,1396,47.3,158,0,No Failure,9.0,66030.8,0.29748427672955974
0,303.7,312.7,1335,51.1,161,0,No Failure,9.0,68218.5,0.3154320987654321
1,303.7,312.6,1671,30.5,163,0,No Failure,8.900000000000034,50965.5,0.18597560975609756
0,303.7,312.7,1989,22.4,166,0,No Failure,9.0,44553.6,0.1341317365269461
0,303.7,312.7,1468,43.3,168,0,No Failure,9.0,63564.399999999994,0.25621301775147926
2,303.7,312.6,1711,27.6,170,0,No Failure,8.900000000000034,47223.600000000006,0.16140350877192983
1,303.8,312.7,1488,41.3,175,0,No Failure,8.899999999999977,61454.399999999994,0.2346590909090909
0,303.8,312.7,1664,29.3,178,0,No Failure,8.899999999999977,48755.200000000004,0.16368715083798882
1,303.8,312.7,1507,38.5,180,0,No Failure,8.899999999999977,58019.5,0.212707182320442
0,303.7,312.6,1466,42.5,183,0,No Failure,8.900000000000034,62305.0,0.23097826086956522
0,303.7,312.5,1433,53.6,185,0,No Failure,8.800000000000011,76808.8,0.2881720430107527
0,303.7,312.5,1397,45.7,187,0,No Failure,8.800000000000011,63842.9,0.24308510638297873
1,303.7,312.6,1429,43.3,189,0,No Failure,8.900000000000034,61875.7,0.22789473684210526
0,303.7,312.7,1572,37.2,192,0,No Failure,9.0,58478.4,0.1927461139896373
1,303.7,312.7,1532,42.7,194,0,No Failure,9.0,65416.4,0.218974358974359
1,303.7,312.7,1316,51.8,197,0,No Failure,9.0,68168.8,0.2616161616161616
1,303.8,312.8,1420,47.9,200,0,No Failure,9.0,68018.0,0.23830845771144277
0,303.8,312.9,1589,37.2,203,0,No Failure,9.099999999999966,59110.8,0.1823529411764706
0,303.8,313.0,1365,59.9,205,1,Overstrain Failure,9.199999999999989,81763.5,0.29077669902912623
0,303.8,313.0,1633,32.9,207,0,No Failure,9.199999999999989,53725.7,0.15817307692307692
0,303.9,313.0,1626,31.4,209,0,No Failure,9.100000000000023,51056.399999999994,0.1495238095238095
0,303.9,313.1,1665,29.6,0,0,No Failure,9.200000000000045,49284.0,29.6
1,303.9,313.2,1350,47.2,2,0,No Failure,9.300000000000011,63720.00000000001,15.733333333333334
0,303.9,313.2,1590,31.9,5,0,No Failure,9.300000000000011,50721.0,5.316666666666666
1,304.0,313.2,1437,53.9,7,0,No Failure,9.199999999999989,77454.3,6.7375
0,303.9,313.0,1403,48.3,10,0,No Failure,9.100000000000023,67764.9,4.390909090909091
0,303.9,313.1,1440,41.1,12,0,No Failure,9.200000000000045,59184.0,3.161538461538462
1,303.9,313.1,1343,61.4,14,0,No Failure,9.200000000000045,82460.2,4.093333333333333
2,303.9,313.1,1790,26.7,17,0,No Failure,9.200000000000045,47793.0,1.4833333333333334
1,303.8,313.1,2117,18.6,22,0,No Failure,9.300000000000011,39376.200000000004,0.8086956521739131
0,303.8,313.1,1458,42.2,25,0,No Failure,9.300000000000011,61527.600000000006,1.623076923076923
0,303.6,312.9,1381,57.8,27,0,No Failure,9.299999999999955,79821.8,2.064285714285714
0,303.6,312.9,1450,45.3,29,0,No Failure,9.299999999999955,65685.0,1.51
0,303.7,312.9,1461,50.1,31,0,No Failure,9.199999999999989,73196.1,1.565625
1,303.7,312.9,1511,41.0,33,0,No Failure,9.199999999999989,61951.0,1.2058823529411764
0,303.8,313.1,1394,45.4,36,0,No Failure,9.300000000000011,63287.6,1.227027027027027
0,303.8,313.0,1499,42.3,38,0,No Failure,9.199999999999989,63407.7,1.0846153846153845
0,303.7,313.0,1457,44.1,40,0,No Failure,9.300000000000011,64253.700000000004,1.075609756097561
0,303.7,313.0,1753,29.0,42,0,No Failure,9.300000000000011,50837.0,0.6744186046511628
0,303.7,313.0,1694,28.0,44,0,No Failure,9.300000000000011,47432.0,0.6222222222222222
0,303.7,313.1,1683,28.4,46,0,No Failure,9.400000000000034,47797.2,0.6042553191489362
0,303.7,313.1,1496,47.4,48,0,No Failure,9.400000000000034,70910.4,0.9673469387755101
0,303.7,313.1,1721,34.8,50,0,No Failure,9.400000000000034,59890.799999999996,0.6823529411764705
0,303.6,313.0,1593,31.6,52,0,No Failure,9.399999999999977,50338.8,0.5962264150943396
0,303.6,313.0,1575,38.3,54,0,No Failure,9.399999999999977,60322.49999999999,0.6963636363636363
0,303.5,313.0,1465,41.0,56,0,No Failure,9.5,60065.0,0.7192982456140351
0,303.6,313.1,1405,38.3,58,0,No Failure,9.5,53811.49999999999,0.6491525423728813
1,303.5,313.0,1902,21.6,60,0,No Failure,9.5,41083.200000000004,0.35409836065573774
1,303.4,312.9,1422,39.9,63,0,No Failure,9.5,56737.799999999996,0.6234375
0,303.5,312.9,1332,52.9,66,0,No Failure,9.399999999999977,70462.8,0.7895522388059701
1,303.4,312.9,1307,54.3,68,0,No Failure,9.5,70970.09999999999,0.7869565217391304
0,303.5,313.0,1322,59.5,71,0,No Failure,9.5,78659.0,0.8263888888888888
0,303.5,313.0,1547,40.3,73,0,No Failure,9.5,62344.1,0.5445945945945946
0,303.5,313.1,1897,23.6,75,0,No Failure,9.600000000000023,44769.200000000004,0.3105263157894737
1,303.5,313.0,1403,51.9,77,0,No Failure,9.5,72815.7,0.6653846153846154
0,303.5,313.0,1393,51.6,80,0,No Failure,9.5,71878.8,0.6370370370370371
0,303.5,313.0,1482,38.5,82,0,No Failure,9.5,57057.0,0.463855421686747
1,303.5,312.9,1572,44.7,84,0,No Failure,9.399999999999977,70268.40000000001,0.5258823529411765
0,303.5,312.9,1544,36.9,87,0,No Failure,9.399999999999977,56973.6,0.4193181818181818
1,303.5,313.0,1492,46.1,89,0,No Failure,9.5,68781.2,0.5122222222222222
0,303.4,312.8,1513,35.8,92,0,No Failure,9.400000000000034,54165.399999999994,0.38494623655913973
0,303.4,312.8,1449,43.9,94,0,No Failure,9.400000000000034,63611.1,0.46210526315789474
0,303.5,312.8,1877,22.3,96,0,No Failure,9.300000000000011,41857.1,0.22989690721649486
0,303.4,312.8,1376,53.4,98,0,No Failure,9.400000000000034,73478.4,0.5393939393939394
1,303.5,312.9,1883,23.3,100,0,No Failure,9.399999999999977,43873.9,0.2306930693069307
1,303.4,312.8,1518,38.7,103,0,No Failure,9.400000000000034,58746.600000000006,0.3721153846153846
1,303.5,312.9,1438,42.8,106,0,No Failure,9.399999999999977,61546.399999999994,0.39999999999999997
0,303.4,312.9,1389,54.1,109,0,No Failure,9.5,75144.90000000001,0.4918181818181818
0,303.5,312.9,1504,44.8,111,0,No Failure,9.399999999999977,67379.2,0.39999999999999997
0,303.5,312.9,1275,64.4,113,0,No Failure,9.399999999999977,82110.0,0.5649122807017545
0,303.6,313.0,1534,39.7,115,0,No Failure,9.399999999999977,60899.8,0.3422413793103449
1,303.6,313.0,1396,38.2,117,0,No Failure,9.399999999999977,53327.200000000004,0.32372881355932204
0,303.6,313.1,1395,44.1,120,0,No Failure,9.5,61519.5,0.36446280991735536
0,303.6,313.0,1617,30.9,122,0,No Failure,9.399999999999977,49965.299999999996,0.25121951219512195
0,303.7,313.1,1423,41.2,124,0,No Failure,9.400000000000034,58627.600000000006,0.3296
0,303.5,313.0,1606,34.0,126,0,No Failure,9.5,54604.0,0.2677165354330709
0,303.5,312.9,1501,44.0,128,0,No Failure,9.399999999999977,66044.0,0.34108527131782945
1,303.5,312.9,1618,30.4,130,0,No Failure,9.399999999999977,49187.2,0.23206106870229007
0,303.6,313.0,1522,35.8,133,0,No Failure,9.399999999999977,54487.6,0.2671641791044776
0,303.6,312.9,1480,41.4,135,0,No Failure,9.299999999999955,61272.0,0.3044117647058823
1,303.7,313.0,1469,39.9,137,0,No Failure,9.300000000000011,58613.1,0.2891304347826087
2,303.8,313.2,1381,52.4,140,0,No Failure,9.399999999999977,72364.4,0.37163120567375885
0,303.8,313.2,1525,41.9,145,0,No Failure,9.399999999999977,63897.5,0.28698630136986303
1,303.8,313.2,1732,29.6,147,0,No Failure,9.399999999999977,51267.200000000004,0.2
0,303.8,313.1,1523,39.8,150,0,No Failure,9.300000000000011,60615.399999999994,0.2635761589403973
0,303.8,313.1,1422,42.4,152,0,No Failure,9.300000000000011,60292.799999999996,0.27712418300653596
2,303.8,313.2,1506,46.9,154,0,No Failure,9.399999999999977,70631.4,0.3025806451612903
0,303.8,313.2,1531,39.4,159,0,No Failure,9.399999999999977,60321.4,0.24625
1,303.9,313.3,1507,34.3,161,0,No Failure,9.400000000000034,51690.1,0.21172839506172839
0,303.9,313.3,1526,40.7,164,0,No Failure,9.400000000000034,62108.200000000004,0.24666666666666667
0,303.8,313.3,1406,52.1,166,0,No Failure,9.5,73252.6,0.31197604790419164
1,303.9,313.3,1567,35.0,168,0,No Failure,9.400000000000034,54845.0,0.20710059171597633
1,303.9,313.4,1464,49.1,171,0,No Failure,9.5,71882.40000000001,0.2854651162790698
0,303.9,313.4,1442,48.5,174,0,No Failure,9.5,69937.0,0.27714285714285714
0,303.8,313.2,1336,47.8,176,0,No Failure,9.399999999999977,63860.799999999996,0.27005649717514124
2,303.8,313.2,1379,50.2,178,0,No Failure,9.399999999999977,69225.8,0.2804469273743017
0,303.7,313.1,1406,48.6,183,0,No Failure,9.400000000000034,68331.6,0.2641304347826087
1,303.7,313.1,2130,18.1,185,0,No Failure,9.400000000000034,38553.0,0.09731182795698926
0,303.7,313.1,1355,49.1,188,0,No Failure,9.400000000000034,66530.5,0.2597883597883598
1,303.8,313.2,1710,26.5,190,0,No Failure,9.399999999999977,45315.0,0.1387434554973822
0,303.8,313.1,1309,55.8,193,0,No Failure,9.300000000000011,73042.2,0.2876288659793814
0,303.9,313.1,1491,37.2,195,0,No Failure,9.200000000000045,55465.200000000004,0.18979591836734697
0,303.9,313.2,1481,44.1,197,0,No Failure,9.300000000000011,65312.1,0.22272727272727275
0,303.9,313.1,1425,49.3,199,0,No Failure,9.200000000000045,70252.5,0.2465
2,303.9,313.2,1680,29.1,201,0,No Failure,9.300000000000011,48888.0,0.14405940594059408
2,304.0,313.2,1612,31.7,206,0,No Failure,9.199999999999989,51100.4,0.15314009661835748
0,304.0,313.3,1530,34.8,211,0,No Failure,9.300000000000011,53243.99999999999,0.1641509433962264
0,304.0,313.2,1481,42.6,213,0,No Failure,9.199999999999989,63090.6,0.19906542056074766
1,303.9,313.2,1422,48.0,215,1,Tool Wear Failure,9.300000000000011,68256.0,0.2222222222222222
0,303.8,313.0,1427,43.0,0,0,No Failure,9.199999999999989,61361.0,43.0
2,303.7,312.9,1460,49.8,2,0,No Failure,9.199999999999989,72708.0,16.599999999999998
0,303.6,312.9,1873,23.5,7,0,No Failure,9.299999999999955,44015.5,2.9375
1,303.7,312.9,1566,32.6,9,0,No Failure,9.199999999999989,51051.600000000006,3.2600000000000002
0,303.6,312.8,1701,30.8,12,0,No Failure,9.199999999999989,52390.8,2.3692307692307693
0,303.6,312.8,1710,27.2,14,0,No Failure,9.199999999999989,46512.0,1.8133333333333332
1,303.6,312.8,1689,33.1,16,0,No Failure,9.199999999999989,55905.9,1.947058823529412
0,303.6,312.7,1637,32.9,19,0,No Failure,9.099999999999966,53857.299999999996,1.645
0,303.5,312.6,1496,39.0,21,0,No Failure,9.100000000000023,58344.0,1.7727272727272727
1,303.5,312.7,1402,47.0,23,0,No Failure,9.199999999999989,65894.0,1.9583333333333333
0,303.4,312.7,1363,45.5,26,0,No Failure,9.300000000000011,62016.5,1.6851851851851851
1,303.4,312.7,1576,49.9,28,0,No Failure,9.300000000000011,78642.4,1.7206896551724138
1,303.4,312.7,1357,55.3,31,0,No Failure,9.300000000000011,75042.09999999999,1.728125
1,303.4,312.7,1399,48.4,34,0,No Failure,9.300000000000011,67711.59999999999,1.3828571428571428
1,303.4,312.8,1526,30.8,37,0,No Failure,9.400000000000034,47000.8,0.8105263157894737
0,303.5,312.7,1694,27.3,40,0,No Failure,9.199999999999989,46246.200000000004,0.6658536585365854
1,303.5,312.7,1420,49.1,42,0,No Failure,9.199999999999989,69722.0,1.1418604651162791
1,303.5,312.7,2116,16.7,45,0,No Failure,9.199999999999989,35337.2,0.3630434782608695
1,303.7,312.9,1406,41.9,48,0,No Failure,9.199999999999989,58911.4,0.8551020408163265
0,303.7,313.0,1456,45.5,51,0,No Failure,9.300000000000011,66248.0,0.875
0,303.6,312.9,1588,31.9,53,0,No Failure,9.299999999999955,50657.2,0.5907407407407407
0,303.7,312.8,1448,44.5,55,0,No Failure,9.100000000000023,64436.0,0.7946428571428571
2,303.6,312.7,1403,46.2,57,0,No Failure,9.099999999999966,64818.600000000006,0.7965517241379311
1,303.5,312.6,1405,51.6,62,0,No Failure,9.100000000000023,72498.0,0.819047619047619
1,303.4,312.6,2706,9.8,65,1,Power Failure,9.200000000000045,26518.800000000003,0.1484848484848485
1,303.3,312.4,1505,38.9,68,0,No Failure,9.099999999999966,58544.5,0.5637681159420289
0,303.2,312.4,1663,33.7,71,0,No Failure,9.199999999999989,56043.100000000006,0.4680555555555556
1,303.3,312.6,1482,44.4,73,0,No Failure,9.300000000000011,65800.8,0.6
1,303.3,312.5,1674,32.7,76,0,No Failure,9.199999999999989,54739.8,0.4246753246753247
1,303.4,312.7,1594,32.8,79,0,No Failure,9.300000000000011,52283.2,0.41
0,303.5,312.7,1393,49.3,82,0,No Failure,9.199999999999989,68674.9,0.5939759036144578
2,303.5,312.8,1404,55.8,84,0,No Failure,9.300000000000011,78343.2,0.6564705882352941
1,303.5,312.8,1375,45.7,89,0,No Failure,9.300000000000011,62837.50000000001,0.5077777777777778
0,303.5,312.8,1607,38.4,92,0,No Failure,9.300000000000011,61708.799999999996,0.4129032258064516
0,303.4,312.8,1360,50.8,94,0,No Failure,9.400000000000034,69088.0,0.5347368421052632
0,303.5,312.8,1524,39.4,96,0,No Failure,9.300000000000011,60045.6,0.4061855670103093
0,303.4,312.7,1534,35.5,98,0,No Failure,9.300000000000011,54457.0,0.35858585858585856
0,303.3,312.7,1262,63.8,100,0,No Failure,9.399999999999977,80515.59999999999,0.6316831683168317
0,303.3,312.6,1623,34.6,102,0,No Failure,9.300000000000011,56155.8,0.3359223300970874
1,303.3,312.7,1642,33.6,104,0,No Failure,9.399999999999977,55171.200000000004,0.32
1,303.4,312.8,1622,35.1,107,0,No Failure,9.400000000000034,56932.200000000004,0.325
1,303.5,312.9,1530,34.5,110,0,No Failure,9.399999999999977,52785.0,0.3108108108108108
1,303.4,312.8,1590,36.3,113,0,No Failure,9.400000000000034,57716.99999999999,0.31842105263157894
0,303.4,312.7,1589,34.0,116,0,No Failure,9.300000000000011,54026.0,0.2905982905982906
0,303.4,312.6,1462,37.5,118,0,No Failure,9.200000000000045,54825.0,0.31512605042016806
2,303.3,312.5,1328,49.8,120,0,No Failure,9.199999999999989,66134.4,0.41157024793388425
2,303.3,312.6,1692,29.0,125,0,No Failure,9.300000000000011,49068.0,0.23015873015873015
0,303.3,312.5,1968,20.6,130,0,No Failure,9.199999999999989,40540.8,0.15725190839694658
2,303.3,312.6,1827,24.2,132,0,No Failure,9.300000000000011,44213.4,0.18195488721804512
1,303.3,312.6,1397,47.1,137,0,No Failure,9.300000000000011,65798.7,0.341304347826087
0,303.3,312.6,1463,44.0,140,0,No Failure,9.300000000000011,64372.0,0.3120567375886525
0,303.3,312.7,1643,30.7,142,0,No Failure,9.399999999999977,50440.1,0.21468531468531468
0,303.2,312.6,1281,57.0,144,0,No Failure,9.400000000000034,73017.0,0.3931034482758621
0,303.2,312.5,1518,39.9,146,0,No Failure,9.300000000000011,60568.2,0.2714285714285714
